player_name,year,avg_points,pos_rank,total_points
Rico Dowdle,2021,0.0,RB0,0.0
Bryan Edwards,2021,5.42,WR64,92.1
Alex Smith,2021,0.0,QB0,0.0
Parris Campbell,2021,4.53,WR138,27.2
Noah Brown,2021,2.4,WR139,26.4
Jesper Horsted,2021,3.77,TE73,15.1
Aaron Rodgers,2021,20.71,QB5,331.4
Matt Sokol,2021,0.0,TE0,0.0
Mike Nugent,2021,0.0,K0,0.0
Frank Gore,2021,0.0,RB0,0.0
Michael Burton,2021,1.2,RB116,13.2
Hunter Kampmoyer,2021,0.0,TE119,0.0
Curtis Samuel,2021,1.36,WR184,6.8
Terry McLaurin,2021,10.29,WR25,175.0
Justin Herbert,2021,22.33,QB2,379.6
Dillon Mitchell,2021,0.0,WR0,0.0
Harrison Butker,2021,8.56,K12,137.0
Devin Duvernay,2021,3.79,WR98,60.7
Collin Johnson,2021,1.78,WR155,16.0
Darren Sproles,2021,0.0,RB0,0.0
Drew Lock,2021,8.48,QB42,50.9
Emanuel Hall,2021,0.0,WR0,0.0
Aaron Fuller,2021,0.0,WR[],0.0
Sam Sloman,2021,0.0,K0,0.0
Roc Thomas,2021,0.0,RB0,0.0
Hayden Hurst,2021,4.26,TE38,51.1
Lil'Jordan Humphrey,2021,4.82,WR117,43.4
Ryan Switzer,2021,0.0,WR0,0.0
Ryan Fitzpatrick,2021,0.6,QB71,0.6
T.J. Logan,2021,0.0,RB0,0.0
Kylen Granson,2021,1.24,TE69,16.1
Mitchell Trubisky,2021,1.56,QB62,7.8
James Looney,2021,0.0,TE0,0.0
Trey Lance,2021,10.77,QB40,64.6
Andy Janovich,2021,1.05,RB126,8.4
Austin Carr,2021,0.0,WR0,0.0
Tony Poljan,2021,0.0,TE0,0.0
Jonathan Ward,2021,0.91,RB127,8.2
Trevon Wesco,2021,0.83,RB137,5.0
Darrell Henderson Jr.,2021,12.41,RB27,148.9
Patrick Taylor,2021,2.7,RB113,16.2
Marquez Stevenson,2021,0.0,WR224,0.0
Danny Vitale,2021,0.0,RB0,0.0
Ishmael Hyman,2021,0.0,WR0,0.0
J.J. Nelson,2021,0.0,WR0,0.0
Reggie Begelton,2021,0.0,WR0,0.0
Greg Ward,2021,3.1,WR131,31.0
Malcolm Perry,2021,0.0,WR0,0.0
Ray-Ray McCloud,2021,2.92,WR114,46.7
Deon Cain,2021,0.0,WR0,0.0
Derrick Willies,2021,0.0,WR0,0.0
Reggie Gilliam,2021,0.41,RB138,4.1
Victor Bolden,2021,0.0,WR0,0.0
Kendall Blanton,2021,0.81,TE93,5.7
J.J. Taylor,2021,3.3,RB112,16.5
Da'Mari Scott,2021,0.0,WR0,0.0
George Kittle,2021,11.61,TE4,162.5
Akrum Wadley,2021,0.0,RB0,0.0
Trent Sherfield,2021,1.6,WR150,19.2
DeAndrew White,2021,0.0,WR0,0.0
Chris Streveler,2021,1.0,QB66,2.0
Ryan Santoso,2021,4.25,K40,17.0
Khari Blasingame,2021,0.0,RB166,0.0
Cullen Gillaspia,2021,0.0,RB167,0.0
Kenny Golladay,2021,5.04,WR84,70.6
Robbie Gould,2021,8.38,K21,109.0
Chris Myarick,2021,1.53,TE85,9.2
Ventell Bryant,2021,0.0,WR0,0.0
Chandler Cox,2021,0.0,RB0,0.0
Johnny Stanton,2021,2.73,RB127,8.2
Johnny Holton,2021,0.0,WR0,0.0
Vyncint Smith,2021,0.0,WR224,0.0
Chris Lacy,2021,0.0,WR0,0.0
Cethan Carter,2021,0.26,TE104,2.6
Trent Taylor,2021,1.28,WR192,5.1
Kurt Benkert,2021,-0.1,QB76,-0.1
James Washington,2021,3.59,WR107,53.8
Calvin Ridley,2021,11.12,WR105,55.6
Hale Hentges,2021,0.0,TE0,0.0
Damien Harris,2021,13.41,RB13,201.1
Derrick Gore,2021,5.79,RB72,52.1
Vernon Davis,2021,0.0,TE0,0.0
Marcedes Lewis,2021,2.35,TE54,32.9
Royce Freeman,2021,2.47,RB93,29.6
Stephen Gostkowski,2021,0.0,K0,0.0
Mike Boone,2021,1.12,RB130,6.7
Mack Hollins,2021,3.55,WR109,53.3
Delanie Walker,2021,0.0,TE0,0.0
Jarrett Stidham,2021,0.0,QB0,0.0
Jazz Ferguson,2021,0.0,WR0,0.0
Buddy Howell,2021,0.16,RB159,1.1
Jonathan Hilliman,2021,0.0,RB0,0.0
Sam Ficken,2021,0.0,K0,0.0
Tommy Sweeney,2021,2.13,TE74,14.9
Patrick Ricard,2021,2.09,RB111,16.7
Devontae Booker,2021,7.76,RB34,124.1
Blake Jarwin,2021,3.87,TE60,27.1
Derrius Guice,2021,0.0,RB0,0.0
Deshaun Watson,2021,0.0,QB0,0.0
Dede Westbrook,2021,0.79,WR165,11.8
Richie James,2021,0.0,WR0,0.0
Ryan Izzo,2021,0.0,TE119,0.0
Tanner Lee,2021,0.0,QB0,0.0
Jeff Wilson Jr.,2021,6.0,RB75,48.0
Michael Badgley,2021,7.54,K23,98.0
David Njoku,2021,5.97,TE22,89.6
Braxton Berrios,2021,6.13,WR59,98.1
Tyler Kroft,2021,3.48,TE55,31.3
Tyre Brady,2021,0.0,WR0,0.0
Cameron Batson,2021,2.5,WR171,10.0
Taylor Heinicke,2021,13.84,QB20,221.4
Foster Moreau,2021,5.02,TE25,70.3
Chris Herndon,2021,1.5,TE81,12.0
Robert Tonyan,2021,5.18,TE49,41.4
Darius Bradwell,2021,0.0,RB167,0.0
C.J. Saunders,2021,2.1,WR212,2.1
Antonio Williams,2021,0.0,RB0,0.0
Travis Fulgham,2021,0.0,WR224,0.0
Austin Mack,2021,0.0,WR0,0.0
Dwayne Haskins,2021,0.0,QB0,0.0
Luke Farrell,2021,0.91,TE86,9.1
Patrick Mahomes,2021,21.21,QB4,360.5
Miller Forristall,2021,0.0,TE119,0.0
Mason Kinsey,2021,0.0,WR224,0.0
Quinton Flowers,2021,0.0,RB0,0.0
Darnell Mooney,2021,10.54,WR24,179.2
Harrison Bryant,2021,3.98,TE36,51.8
Devin Singletary,2021,10.46,RB20,177.8
Marlon Mack,2021,2.38,RB120,11.9
Sean Mannion,2021,12.8,QB58,12.8
D'Ernest Johnson,2021,7.28,RB51,94.6
Raymond Calais,2021,0.0,RB0,0.0
Trey Ragas,2021,2.5,RB151,2.5
Jalen Hurts,2021,20.72,QB9,310.8
Eric Saubert,2021,1.34,TE75,14.7
Jaleel Scott,2021,0.0,WR0,0.0
Jason Huntley,2021,5.1,RB136,5.1
Jason Vander Laan,2021,0.0,TE0,0.0
Adrian Peterson,2021,6.15,RB99,24.6
Ted Ginn Jr.,2021,0.0,WR0,0.0
Marshawn Lynch,2021,0.0,RB0,0.0
Greg Olsen,2021,0.0,TE0,0.0
DaeSean Hamilton,2021,0.0,WR0,0.0
Irv Smith Jr.,2021,0.0,TE0,0.0
Nick Ralston,2021,0.0,RB167,0.0
Rashaad Penny,2021,11.87,RB36,118.7
Nick Folk,2021,9.88,K2,168.0
Mason Crosby,2021,7.35,K15,125.0
Seth DeValve,2021,0.0,TE0,0.0
Stefon Diggs,2021,13.76,WR7,234.0
Michael Thomas,2021,0.0,WR0,0.0
Mike Davis,2021,6.84,RB37,116.2
Kristian Wilkerson,2021,9.1,WR152,18.2
Greg Joseph,2021,8.88,K6,151.0
Austin Walter,2021,4.5,RB108,18.0
J.J. Koski,2021,-0.5,WR258,-2.0
Amari Cooper,2021,11.23,WR27,168.5
Taysom Hill,2021,9.9,QB32,118.8
T.J. Yeldon,2021,0.0,RB0,0.0
Ito Smith,2021,6.4,RB132,6.4
Qadree Ollison,2021,2.53,RB109,17.7
Zach Davidson,2021,0.0,TE0,0.0
Mike Thomas,2021,0.86,WR179,7.7
Joey Slye,2021,8.17,K23,98.0
Cam Phillips,2021,0.0,WR0,0.0
John Wolford,2021,-0.95,QB82,-1.9
Matt Prater,2021,8.65,K8,147.0
Sterling Shepard,2021,8.53,WR99,59.7
Matt Moore,2021,0.0,QB0,0.0
Isaiah Ford,2021,2.84,WR129,34.1
Reid Sinnett,2021,0.0,QB0,0.0
Joshua Kelley,2021,1.61,RB115,14.5
Matt Ryan,2021,13.05,QB19,221.8
Matt Cole,2021,0.0,WR224,0.0
Joe Flacco,2021,11.85,QB51,23.7
DeSean Jackson,2021,4.7,WR91,65.8
Chad Henne,2021,0.8,QB65,3.2
Robert Davis,2021,0.0,WR0,0.0
Shelton Gibson,2021,0.0,WR0,0.0
Kevin White,2021,1.08,WR199,4.3
Wendell Smallwood,2021,2.23,RB130,6.7
Matthew Slater,2021,0.0,WR224,0.0
Josh Johnson,2021,11.5,QB43,46.0
Elijah McGuire,2021,0.0,RB0,0.0
Aaron Jones,2021,13.53,RB12,203.0
KeeSean Johnson,2021,0.0,WR0,0.0
Adrian Killins,2021,0.0,RB0,0.0
Danny Amendola,2021,7.1,WR103,56.8
Jason Sanders,2021,6.29,K22,107.0
Logan Woodside,2021,-0.12,QB79,-0.6
Cooper Kupp,2021,21.59,WR1,367.0
Corey Davis,2021,9.8,WR66,88.2
Ryan Finley,2021,0.0,QB0,0.0
Tyron Johnson,2021,0.29,WR208,2.6
Isaac Whitney,2021,0.0,WR0,0.0
Rashard Higgins,2021,3.79,WR115,45.5
Stephen Hauschka,2021,0.0,K0,0.0
Michael Warren II,2021,0.0,RB0,0.0
Justin Hardy,2021,0.0,WR0,0.0
Jake Luton,2021,0.0,QB0,0.0
O.J. Howard,2021,2.21,TE62,26.5
Derrick Henry,2021,23.04,RB16,184.3
Marcus Green,2021,0.0,WR0,0.0
Demarcus Robinson,2021,4.06,WR101,56.9
Devin Funchess,2021,0.0,WR0,0.0
Andrew Beck,2021,0.0,RB167,0.0
Todd Gurley II,2021,0.0,RB0,0.0
D'Onta Foreman,2021,9.93,RB56,89.4
Steven Mitchell Jr.,2021,0.0,WR0,0.0
Zane Gonzalez,2021,7.58,K26,91.0
Nick Bawden,2021,0.5,RB151,2.5
Alex Erickson,2021,0.41,WR183,7.0
Zay Jones,2021,5.49,WR70,82.4
Austin Hooper,2021,4.59,TE24,73.5
Daniel Brown,2021,0.98,TE102,3.9
Deon Yelder,2021,0.5,TE116,0.5
Taywan Taylor,2021,0.0,WR0,0.0
Artavis Pierce,2021,0.0,RB167,0.0
Adam Trautman,2021,4.15,TE39,49.8
Graham Gano,2021,7.0,K19,119.0
Chase Daniel,2021,-0.2,QB77,-0.2
Brian Hoyer,2021,2.4,QB59,12.0
Matthew Stafford,2021,19.31,QB6,328.3
Jacob Hollister,2021,2.29,TE71,16.0
Brian Hill,2021,0.0,RB167,0.0
Dee Eskridge,2021,2.59,WR144,23.3
LeSean McCoy,2021,0.0,RB0,0.0
Rodney Adams,2021,0.0,WR224,0.0
Jared Cook,2021,6.78,TE16,108.4
Kareem Hunt,2021,12.38,RB48,99.0
Jordan Howard,2021,8.79,RB66,61.5
Michael Crabtree,2021,0.0,WR0,0.0
Zach Pascal,2021,4.72,WR76,75.5
Nick Mullens,2021,9.8,QB61,9.8
Julian Edelman,2021,0.0,WR0,0.0
D.J. Foster,2021,0.0,RB0,0.0
Ricky Ortiz,2021,0.0,RB0,0.0
Donald Parham Jr.,2021,4.08,TE40,49.0
Ryan Succop,2021,7.82,K14,133.0
Antoine Wesley,2021,5.37,WR112,48.3
De'Lance Turner,2021,0.0,RB0,0.0
Jaydon Mickens,2021,0.18,WR213,2.0
Quadree Henderson,2021,0.0,WR0,0.0
Ben DiNucci,2021,0.0,QB0,0.0
Damion Ratley,2021,0.0,WR0,0.0
Christian Kirk,2021,9.94,WR26,169.0
Jake Bargas,2021,0.0,RB0,0.0
Amari Rodgers,2021,0.47,WR181,7.6
Tee Higgins,2021,13.01,WR22,182.1
Travis Etienne Jr.,2021,0.0,RB0,0.0
Ty'Son Williams,2021,4.16,RB87,37.4
AJ Dillon,2021,9.92,RB23,168.6
Hunter Long,2021,0.33,TE113,1.3
Christian Blake,2021,0.56,WR196,4.5
Cam Akers,2021,2.8,RB148,2.8
Nate Becker,2021,0.0,TE0,0.0
Tre' McKitty,2021,1.25,TE88,7.5
Spencer Schnell,2021,0.0,WR0,0.0
Ronald Jones II,2021,4.95,RB59,74.2
Sam Darnold,2021,13.02,QB28,156.2
JaMycal Hasty,2021,3.45,RB86,38.0
Cody Thompson,2021,0.0,WR224,0.0
Colt McCoy,2021,5.11,QB45,40.9
Tim Tebow,2021,0.0,TE0,0.0
Dez Bryant,2021,0.0,WR0,0.0
Golden Tate,2021,0.0,WR0,0.0
Andre Roberts,2021,0.49,WR177,7.9
Rob Gronkowski,2021,11.97,TE5,143.7
Jimmy Graham,2021,3.97,TE46,43.7
KJ Hamler,2021,3.3,WR172,9.9
Charles Jones,2021,0.0,TE0,0.0
Matt Lengel,2021,0.0,TE0,0.0
Emmanuel Sanders,2021,7.91,WR52,110.7
Dontrell Hilliard,2021,9.03,RB65,63.2
Noah Gray,2021,1.46,TE79,13.1
Jeff Smith,2021,1.69,WR160,15.2
Sage Surratt,2021,0.0,WR0,0.0
Bo Scarbrough,2021,0.0,RB0,0.0
Deon Jackson,2021,1.82,RB123,9.1
Wes Hills,2021,0.0,RB0,0.0
Stanley Morgan,2021,0.2,WR210,2.4
Kadarius Toney,2021,6.97,WR95,62.7
Joe Webb,2021,0.0,QB0,0.0
Jeff Thomas,2021,0.0,WR0,0.0
DeeJay Dallas,2021,2.92,RB74,49.6
Lirim Hajrullahu,2021,4.75,K38,19.0
Deebo Samuel,2021,18.77,WR2,300.3
Devine Ozigbo,2021,0.9,RB161,0.9
Ihmir Smith-Marsette,2021,3.73,WR140,26.1
Michael Carter,2021,9.74,RB29,136.4
Kenneth Gainwell,2021,6.68,RB42,106.9
Dazz Newsome,2021,1.1,WR204,3.3
Joshua Dobbs,2021,0.0,QB0,0.0
Christian Wade,2021,0.0,RB0,0.0
Kenny Yeboah,2021,1.15,TE97,4.6
Jake Fromm,2021,3.57,QB60,10.7
Isaiah Wright,2021,0.0,WR0,0.0
Dalton Keene,2021,0.0,TE0,0.0
Seth Williams,2021,1.95,WR200,3.9
Kellen Mond,2021,0.2,QB73,0.2
Juwan Johnson,2021,3.87,TE43,46.4
Dan Chisena,2021,0.0,WR224,0.0
Saquon Barkley,2021,9.85,RB32,128.1
Nick Bowers,2021,0.0,TE119,0.0
Anthony Schwartz,2021,2.03,WR134,28.4
Antonio Brown,2021,14.3,WR58,100.1
Jaylen Waddle,2021,12.11,WR16,193.8
James Develin,2021,0.0,RB0,0.0
Justin Rohrwasser,2021,0.0,K0,0.0
Nate Sudfeld,2021,0.0,QB0,0.0
Mark Ingram II,2021,6.79,RB50,95.1
Julio Jones,2021,6.49,WR92,64.9
A.J. Green,2021,8.11,WR41,129.8
Nick Westbrook-Ikhine,2021,5.91,WR65,88.6
Blaine Gabbert,2021,0.32,QB68,1.9
C.J. Beathard,2021,0.7,QB69,1.4
Cam Newton,2021,10.72,QB35,85.8
Kaden Smith,2021,1.2,TE96,4.8
Tevin Coleman,2021,4.18,RB77,46.0
Lance Kendricks,2021,0.0,TE0,0.0
Andy Dalton,2021,10.45,QB36,83.6
Chris Warren,2021,0.0,RB0,0.0
Wayne Gallman,2021,1.62,RB118,13.0
Jesse James,2021,2.62,TE72,15.7
Randall Cobb,2021,7.24,WR74,79.6
Kyle Rudolph,2021,3.11,TE42,46.7
Tom Kennedy,2021,2.2,WR158,15.4
Bruce Miller,2021,0.0,RB0,0.0
Virgil Green,2021,0.0,TE0,0.0
Zach Gentry,2021,2.62,TE64,26.2
Karan Higdon,2021,0.0,RB0,0.0
Luke Stocker,2021,0.37,TE107,2.2
Tim Boyle,2021,4.82,QB49,24.1
Dwayne Harris,2021,0.0,WR0,0.0
Jester Weah,2021,0.0,WR0,0.0
Adam Prentice,2021,0.6,RB142,3.6
Tyler Boyd,2021,9.39,WR31,150.3
Chris Blewitt,2021,4.0,K43,8.0
Bilal Powell,2021,0.0,RB0,0.0
Mike Williams,2021,13.04,WR10,208.6
Anthony Sherman,2021,0.0,RB0,0.0
Devlin Hodges,2021,0.0,QB0,0.0
Charles Clay,2021,0.0,TE0,0.0
James Conner,2021,15.95,RB5,239.2
Godwin Igwebuike,2021,1.55,RB102,23.3
Tyrod Taylor,2021,13.58,QB38,81.5
Taiwan Jones,2021,0.0,RB167,0.0
Jamal Agnew,2021,6.4,WR94,64.0
Larry Rountree III,2021,1.37,RB114,15.1
Dion Lewis,2021,0.0,RB0,0.0
Jake Butt,2021,0.0,TE0,0.0
Craig Reynolds,2021,6.34,RB91,31.7
Lee Smith,2021,1.7,TE67,17.0
Patrick Laird,2021,1.2,RB142,3.6
Marquise Brown,2021,11.3,WR23,180.8
Nakia Griffin-Stewart,2021,0.0,TE119,0.0
CeeDee Lamb,2021,12.08,WR18,193.3
Troy Fumagalli,2021,0.0,TE0,0.0
Trey Sermon,2021,4.47,RB95,26.8
Corey Clement,2021,2.35,RB96,25.9
Dontrelle Inman,2021,0.0,WR0,0.0
Rondale Moore,2021,5.86,WR71,82.1
Chuba Hubbard,2021,7.82,RB33,125.1
Dante Pettis,2021,6.77,WR148,20.3
Kenyan Drake,2021,7.29,RB57,87.5
Bobo Wilson,2021,0.0,WR0,0.0
Farrod Green,2021,0.0,TE0,0.0
Will Dissly,2021,3.05,TE51,39.6
Dawson Knox,2021,9.31,TE8,139.6
Dan Bailey,2021,0.0,K0,0.0
Patrick DiMarco,2021,0.0,RB0,0.0
Elijah Moore,2021,10.61,WR48,116.7
Van Jefferson,2021,8.42,WR35,143.2
Rhamondre Stevenson,2021,8.99,RB41,107.9
Zach Zenner,2021,0.0,RB0,0.0
Tristan Vizcaino,2021,4.67,K37,28.0
Drew Sample,2021,1.36,TE77,13.6
Ryan Nall,2021,0.33,RB156,1.3
Chris Hogan,2021,2.42,WR164,12.1
Tylan Wallace,2021,0.3,WR204,3.3
Tevin Jones,2021,0.0,WR0,0.0
Najee Harris,2021,15.51,RB4,263.7
Jerry Jeudy,2021,6.6,WR89,66.0
Mac Jones,2021,13.16,QB18,223.7
Henry Ruggs III,2021,10.36,WR82,72.5
DeVonta Smith,2021,9.04,WR29,153.6
Nick Bellore,2021,0.07,RB161,0.9
Kendall Hinton,2021,2.38,WR131,31.0
Tua Tagovailoa,2021,13.83,QB26,179.8
Noah Togiai,2021,0.0,TE119,0.0
Kendrick Bourne,2021,9.0,WR30,153.0
Elijah Mitchell,2021,14.14,RB25,155.5
Jonathan Williams,2021,3.74,RB107,18.7
Jeremy Sprinkle,2021,0.77,TE97,4.6
C.J. Prosise,2021,0.0,RB0,0.0
Colin Thompson,2021,0.0,TE119,0.0
Tarik Black,2021,1.5,WR[],1.5
Nico Collins,2021,4.79,WR87,67.1
Jeremy McNichols,2021,4.58,RB67,59.6
Jalen Reagor,2021,3.62,WR97,61.6
Miles Sanders,2021,8.68,RB45,104.2
Tommy Tremble,2021,2.87,TE47,43.1
Damion Willis,2021,0.0,WR0,0.0
Falcons D/ST,2021,2.59,D/ST29,44.0
Bills D/ST,2021,9.06,D/ST2,154.0
Bears D/ST,2021,6.18,D/ST13,105.0
Bengals D/ST,2021,5.35,D/ST18,91.0
Browns D/ST,2021,5.94,D/ST16,101.0
Cowboys D/ST,2021,9.59,D/ST1,163.0
Broncos D/ST,2021,6.47,D/ST10,110.0
Lions D/ST,2021,2.35,D/ST30,40.0
Packers D/ST,2021,6.35,D/ST11,108.0
Titans D/ST,2021,6.35,D/ST11,108.0
Colts D/ST,2021,7.0,D/ST8,119.0
Chiefs D/ST,2021,6.0,D/ST15,102.0
Raiders D/ST,2021,3.41,D/ST26,58.0
Rams D/ST,2021,6.18,D/ST13,105.0
Dolphins D/ST,2021,8.29,D/ST4,141.0
Vikings D/ST,2021,5.35,D/ST18,91.0
Patriots D/ST,2021,8.71,D/ST3,148.0
Saints D/ST,2021,7.82,D/ST5,133.0
Giants D/ST,2021,3.94,D/ST23,67.0
Jets D/ST,2021,1.24,D/ST32,21.0
Eagles D/ST,2021,5.82,D/ST17,99.0
Cardinals D/ST,2021,6.71,D/ST9,114.0
Steelers D/ST,2021,5.29,D/ST20,90.0
Chargers D/ST,2021,3.59,D/ST25,61.0
49ers D/ST,2021,7.06,D/ST7,120.0
Seahawks D/ST,2021,3.65,D/ST24,62.0
Buccaneers D/ST,2021,7.35,D/ST6,125.0
Commanders D/ST,2021,4.24,D/ST22,72.0
Panthers D/ST,2021,5.18,D/ST21,88.0
Josiah Deguara,2021,4.08,TE40,49.0
Jaguars D/ST,2021,2.29,D/ST31,39.0
Ravens D/ST,2021,3.41,D/ST26,58.0
Texans D/ST,2021,3.41,D/ST26,58.0
Ben Mason,2021,0.0,RB0,0.0
Donovan Peoples-Jones,2021,7.13,WR63,92.7
Tyler Davis,2021,0.61,TE94,5.5
Sam Ehlinger,2021,0.3,QB70,0.9
Ian Thomas,2021,1.85,TE59,27.8
Chris Naggar,2021,4.0,K44,4.0
Kai Forbath,2021,0.0,K0,0.0
Robert Griffin III,2021,0.0,QB0,0.0
Ryan Tannehill,2021,15.71,QB12,267.0
Nick Foles,2021,16.8,QB54,16.8
Kirk Cousins,2021,18.69,QB11,299.1
Russell Wilson,2021,17.26,QB15,241.7
Lamar Miller,2021,0.0,RB0,0.0
Cody Core,2021,0.0,WR0,0.0
Robert Turbin,2021,0.0,RB0,0.0
Alshon Jeffery,2021,0.0,WR0,0.0
Jarius Wright,2021,0.0,WR0,0.0
C.J. Ham,2021,1.63,RB100,24.4
Mohamed Sanu Sr.,2021,3.15,WR141,25.2
T.Y. Hilton,2021,6.26,WR96,62.6
Javon Leake,2021,0.0,RB0,0.0
Anthony McFarland Jr.,2021,0.95,RB154,1.9
Gehrig Dieter,2021,0.0,WR0,0.0
Cody White,2021,0.64,WR187,5.8
Andy Isabella,2021,0.3,WR215,1.8
J.K. Dobbins,2021,0.0,RB0,0.0
Jamaal Williams,2021,8.22,RB43,106.8
Trinity Benson,2021,2.19,WR159,15.3
Bronson Kaufusi,2021,0.0,TE0,0.0
Greg Zuerlein,2021,8.38,K13,134.0
Rhett Ellison,2021,0.0,TE0,0.0
Alfred Morris,2021,0.0,RB0,0.0
Scotty Miller,2021,2.77,WR154,16.6
James Morgan,2021,0.0,QB0,0.0
Ashton Dulin,2021,2.29,WR124,39.0
Travis Benjamin,2021,-0.29,WR258,-2.0
Marvin Jones Jr.,2021,8.45,WR34,143.7
Randy Bullock,2021,7.81,K15,125.0
Malcolm Brown,2021,3.5,RB103,21.0
Jeremy Cox,2021,0.0,RB0,0.0
Bruce Anderson,2021,0.0,RB0,0.0
Ben Ellefson,2021,0.0,TE119,0.0
Case Keenum,2021,5.68,QB48,28.4
Cole Kmet,2021,5.36,TE21,91.2
Garrett Celek,2021,0.0,TE0,0.0
Tory Carter,2021,0.0,RB167,0.0
Clyde Edwards-Helaire,2021,10.81,RB40,108.1
Racey McMath,2021,-0.03,WR256,-0.2
Marcell Ateman,2021,0.0,WR0,0.0
Brock Wright,2021,3.71,TE57,29.7
Simmie Cobbs Jr.,2021,0.0,WR0,0.0
Jordan Ta'amu,2021,0.0,QB0,0.0
Bradley Sowell,2021,0.0,TE0,0.0
Myron Mitchell,2021,0.0,WR224,0.0
Joshua Palmer,2021,5.09,WR75,76.4
Alex Collins,2021,5.85,RB64,64.3
Jonathan Taylor,2021,20.77,RB1,353.1
Keith Kirkwood,2021,1.07,WR206,3.2
Marcus Kemp,2021,0.24,WR203,3.4
Juwann Winfree,2021,1.56,WR178,7.8
Cole Beasley,2021,7.39,WR47,118.3
Matt Bushman,2021,0.0,TE0,0.0
Allen Lazard,2021,8.75,WR45,122.5
Derek Carrier,2021,1.15,TE106,2.3
Isaiah Hodgins,2021,0.0,WR224,0.0
Davis Mills,2021,11.98,QB29,155.8
Hunter Henry,2021,8.71,TE9,139.3
Colby Parkinson,2021,0.97,TE92,5.8
Dax Milne,2021,1.09,WR169,10.9
Jordan Franks,2021,0.0,TE0,0.0
Courtland Sutton,2021,7.13,WR46,121.2
Jordan Akins,2021,2.28,TE57,29.7
Tre'Quan Smith,2021,6.52,WR83,71.7
Matthew Wright,2021,6.0,K28,84.0
Jason Myers,2021,5.76,K23,98.0
Brandon Bolden,2021,6.47,RB46,103.6
Tyrell Williams,2021,2.4,WR209,2.4
Josh Bellamy,2021,0.0,WR0,0.0
Bryce Love,2021,0.0,RB0,0.0
J.J. Arcega-Whiteside,2021,0.51,WR195,4.6
Trenton Irwin,2021,0.88,WR198,4.4
John Hightower,2021,0.0,WR224,0.0
Tyrone Swoopes,2021,0.0,TE0,0.0
Geoff Swaim,2021,3.41,TE32,54.5
Jamize Olawale,2021,0.0,RB0,0.0
Justin Tucker,2021,9.41,K3,160.0
Parker Hesse,2021,1.36,TE89,6.8
Alex Tanney,2021,0.0,QB0,0.0
Kirk Merritt,2021,0.9,WR215,1.8
Josh Gordon,2021,1.3,WR166,11.7
Jordan Scarlett,2021,0.0,RB167,0.0
Jared Goff,2021,13.81,QB24,193.3
Brian Johnson,2021,6.0,K33,42.0
Alex Kessman,2021,0.0,K47,0.0
Antonio Callaway,2021,0.0,WR0,0.0
